,Sentence,Class
765,coconut sambal mussel recipe cofsfkpowtps,1
766,thanks kalin coihelksfjjt,1
767,follow mixcloud cohvivkrmmp,1
768,thankyou greeting australia,1
769,cant work sarcasm know chelsea support think he useless come ok,1
770,follow back,1
771,come back next thursday we still hang hehe said hi love,1
772,benson gorgeous thank much sharing you also enter facebook,1
773,look solid,1
774,great night,1
775,change day good,1
776,add snapchat maryhicks coplfpdieq,1
777,fleekile mbalula said repeat love south africa,1
778,friend making fun fact mexican hurt feeling thatll leave scarred life,1
779,office today,1
780,like amazing donut recipe share lover,1
781,despite weather today wedding going beautiful,1
782,where wa tony stark from incredible tony picture couwhgymbwb cophpochlxh,1
783,to sit write poem story thats bubbling head,1
784,last night coedhmctij,1
785,dale send billion kiss have magical day,1
786,that might work have great weekend op,1
787,smile colkxkeal,1
788,cast vote next election,1
789,have done thank tweet,1
790,oh piggin go yer give peace,1
791,appreciate follow heard botanical soap,1
792,late upload freshly doneweeks old healed,1
793,oh bed haha cant sleep though my day exciting,1
794,thx tobi bro,1
795,how good think first isp,1
796,well steel next wednesday see like,1
797,definitely love making people smile cause swear since met earlier havent stopped smiling love cam,1
798,except lord mashaallah,1
799,french fan made movie wwat france last year video photo,1
800,it fixed thanks feedback,1
801,thanks everyone came stream hope guy enjoyed night,1
802,yaaaaaaaay thx,1
803,looking forward reviewing coysubxjqxk,1
804,thank beiruting,1
805,thanks updating profile page cojknsxirme,1
806,lovely coffee,1
807,here cute panda make day cozcawqrjsvr cofuznhjgwd,1
808,thank eonnie,1
809,hi saw follow thought might like dark cocflshwww plz let know think,1
810,favourite cream soda,1
811,love body fuller shit even lol im happy healthy happy happy,1
812,rettweet coltrxbef,1
813,real mvg most valuable girlfriend staying till madrid game start,1
814,sore ya,1
815,im excited definitely meet,1
816,coming bergerac have first team left id know chant,1
817,choice food left individual,1
818,the episode excellent far love adam beach movie show im looking forward seeing suicide squad next year,1
819,growing fond christopher didnt like initially cocky didnt really prove attitude improving,1
820,sound good can dm email address will suggest date coffee,1
821,it indeed many thanks,1
822,just smile even pain coaxtiqfxek,1
823,hi happys coagillxjdbi,1
824,funny intelligent strong funny just funny coiqjwyrfc,1
825,hello get youth job opportunity follow,1
826,using,1
827,ever watch certain people snapchat bc know,1
828,thats ok know busy,1
829,last exam,1
830,forgot cooreatwdjm,1
831,fun fact love meeting new people,1
832,know home based office busy feeling pity knee happened,1
833,sale fleur dress cream idr idr coagpnqmbs,1
834,follow corcvcyyoiq follow back,1
835,is tompolo meeting aimed stopping sale oil find buyer,1
836,thats true doesnt disappoint looking forward paper town,1
837,thats need know everything going okay,1
838,say le slacking getting cracking,1
839,dont know name particularly striking happy day,1
840,hey here invite join scope influencer coipjyoiget,1
841,my bad mam,1
842,lovely looking cake bet taste good,1
843,feytyaz follback ya,1
844,found last night let say instant stiffening interest coswobzy,1
845,rettweet cozbovlwys,1
846,rettweet cocgtjrkj,1
847,rickyfebs follback ya,1
848,got secret grindea courier crypt possibly arma record today gosh and new game look like limbo,1
849,follow corcvcyyoiq follow back,1
850,thanks retweeting orchard art show super weekend,1
851,karachi ka venice rain several part karachi witness accumulated rain water cowionrevbo,1
852,maroon cocktail dress coiojyznrwu covjufizbw,1
853,fback po,1
854,real quick,1
855,morning mine usually auto focus use manual really close like shooting vein crackle glaze,1
856,new layout look bomb,1
857,thanks connecting hope youre great day have socialwebsite question just ask,1
858,hi made change design hope like coextyqb,1
859,joim feed troop cozlcsruuppy via,1
860,any brand wanting review beauty product blog mail ladolcevitainluxembourg com,1
861,themadstork follback ya,1
862,good luck shaun,1
863,anyone want added bot dm,1
864,chloe watched let yesterday really awesome really talented intelligent actress beautiful,1
865,could get free solo dm any give away xoxo,1
866,thanks sharing wishing wicked weekend,1
867,hola juan sending big hi houston tx ive fan jenni family year stumble upon video,1
868,no prob nice choker btw,1
869,seouljins fine tbh,1
870,photoset sadomasochistsparadise wynter bottom outtake sadomasochist paradise cuties cognwlwjfk,1
871,you make day smiling,1
872,ty bby,1
873,please enjoy clip losing shit cypher cofiypqkkn,1
874,next week office let go,1
875,thank following,1
876,stats day arrived new follower no unfollowers via coedjizw,1
877,amen thanks,1
878,hi bam can follow bestfriend she love lot see warsaw love,1
879,follow corcvcyyoiq follow back,1
880,paper girl,1
881,know would lovely pic,1
882,planted people allowed thing every thing,1
883,this corner fucking dope getting addicted great job,1
884,my bby gurl cosiiumww,1
885,hey hey,1
886,still suck editing turn something special owe guy,1
887,visit blog couzoaqrowkx thanks,1
888,youre ugly daniel good ape,1
889,happy bday saar have great year ahead,1
890,thought might saw loved verse the butterfly part bonus,1
891,thank ok have fun enjoy day coyoaesazv,1
892,well good morning,1
893,would follow,1
894,busy productive day filled tear hour hour laughter today good day,1
895,hi you so ticket dm,1
896,yummmyyy eating dosa,1
897,probably easier meet station unless particularly want show house,1
898,huge warm welcome,1
899,achi im busy next week exam hope understand cant tweet youuu bawi ako queenesther,1
900,looking sharp,1
901,yes im year younger wonder youre huge boy,1
902,im playing brain dot coildzdrhfd covtxnfcpfui,1
903,ha all one picture coiglpwlvsfz,1
904,thanks share,1
905,follow corcvcyyoiq follow back,1
906,happy birthday buddy,1
907,sigh bruhhh call daddy one time,1
908,communal knowledge,1
909,probably gon na though,1
910,thanks bringing attention let know question tb would amazing,1
911,many thanks happy friday everyone,1
912,you welcome coxszmciyr,1
913,bank credit department werent bad enough anz gone extreme offshoring absolutely classic,1
914,yup in shaa allah make dua fr see thru hatred move towards truth aameenall,1
915,like coca cola love fanta dream pepsi die sprite alls sweeeeeeeety coguulxasen,1
916,good witness,1
917,hi thanks following ask follow back via coubxkojpbez,1
918,good afternoon,1
919,the dream gaming setup part finished codehgeeuiem,1
920,make ur dm open pls question ask hehe,1
921,wet foot welcome carpet worry coqzksmni,1
922,youre judgmental hypocritical narcissist,1
923,another jumpsuit bt denim cogmfghmrt,1
924,verge owl city thanks,1
925,also sometimes nice break seeing constant tweet one subject welcomed,1
926,have great day everyone,1
927,follow corcvcyyoiq follow back,1
928,hey mom hit home run,1
929,haha how sia,1
930,were counting mm,1
931,what brilliant parent teacher interview finding wonderful thing talented girl,1
932,thanks following have wonderful friday,1
933,started comparative religion rant well ur student guess last benchers probably,1
934,in porsche paddock found rolling weekend,1
935,waking nice weather koyal melodiesan unexpected surprise create memory freshness make day,1
936,science student side please,1
937,eps catch wirh arc,1
938,hi bam can follow bestfriend she love lot see warsaw love,1
939,happy birthday didnt know wolf birthday,1
940,thanks sharing,1
941,may allah fulfill one desire ameen,1
942,helpinggroupdms quote tweet dm really want ill surprise,1
943,weird dp know,1
944,wife kid poor,1
945,need life,1
946,follow corcvcyyoiq follow back,1
947,hi if want free guide use zonzofox app using link copsbfrelhn have nice stay,1
948,thank you bhaiya cogzowxwxeen,1
949,thank brother,1
950,lucky dog hate,1
951,definitely post blog it elaborate project thing never,1
952,planning trip kuching enjoy special room rate merdeka palace hotel suite plusmiles card cokwlztwsrem,1
953,glad service kinda hahahaa,1
954,mean new nex still safe gwd,1
955,whom really love love thing coqpslkbihio,1
956,shes nice girl trust okok trust coywmites,1
957,cause know ur wrong fucking idiot cohqlnjoesh,1
958,chaerin unnie,1
959,it great viable alternative nowadays,1
960,glad could help make sure pas comment thank lovely tweet ip,1
961,the tombow abt arrived coldcxqykwi,1
962,hi would like concert let know city country ill start working thanks,1
963,happy friyay happy follower xxx,1
964,kinda smug know stuff marrickville public ten year ago,1
965,loved since eighteen,1
966,perfect triangle win ball game,1
967,thanks sharing wishing wicked weekend,1
968,morning the kill future start slow coksbmlwh,1
969,im trying make ice chocolate coffee popsicle soft melt mouth perfect hot day,1
970,thankyouuu dianna,1
971,ngga usah dipikirin elah cant easily say someone who entp reason,1
972,smile every day,1
973,killin meme worthy cool shot cohktobmu,1
974,what country first sign decent outdoor rave piss day ive pack cozyfkdog,1
975,happy birthday,1
976,im glad like service happy shopping dv,1
977,wow finally aku bakal liat kak merry di tv first time,1
978,follow corcvcyyoiq follow back,1
979,post pic outfit today hashtag uploading later today blog join fun,1
980,thank always wanted see angle nelson would proud,1
981,lol go it cheap right,1
982,enjoy cute baby panda cojradejwf cosqsql,1
983,tea tree skin clearing lotion moisturizing skin important monsoon,1
984,whoop whoop coorweqcim,1
985,yeah thanks romantic love baby,1
986,are enjoy couefdexuh coruydariz,1
987,sorted thanks daaru party chaddi bros,1
988,beginning line it left line coayacdaipb coapoktttna,1
989,dont know feel mean mean dont know act around,1
990,ha ha guess polite,1
991,thanks much,1
992,sleep tx,1
993,looking wonderful great body love really closely trimmed pubes xx,1
994,mi tio know must follow since im sinaloa arre,1
995,must hahaha,1
996,really stylish trendy good going kim keep,1
997,love have,1
998,facetime calum weekend constantly messaging luke coutoseioktf,1
999,follow corcvcyyoiq follow back,1
1000,well thanks guy sure thing hope youre ok,1
1001,no info yet well announce soon get,1
1002,ive beer talk id say broken arm issue testicle light,1
1003,so proud night social app katerina maniataki design idea cowisqibxv via,1
1004,ahh alright just wan na know worthwhile judging tech review better window,1
1005,found later sorry asking stupid question loving plugin far also loved bass slap ig play,1
1006,pm door open everyone vipgeneral ticket get seat early watch support act,1
1007,london baby cohjybwan,1
1008,thank wendy we provide fresh water area provide drainage service amy,1
1009,homebound hahahays,1
1010,your welcome,1
1011,moar kittehs incoming,1
1012,looking forward meeting tower today,1
1013,yippeee we hope little one enjoy scrummy recipe,1
1014,ur bio moved mcpe vainglory,1
1015,it one day wish,1
1016,awesome driver lilydale give man raise,1
1017,chek rule join chek weebly,1
1018,good luck london weekend have super result great support donetsk,1
